name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-8060,NO,15111.8,15051,15172.7,1.008,0,0.24,0.05,9.6e-01,1.0e+00,0.9998,2793,18611.2,14531.7,12010,14224.4,17702.7,13591
GENE-8065,NO,33,30.5,35.6,1.167,0.2,0.42,0.53,6.0e-01,1.0e+00,0.9998,2794,33.7,23.9,33.8,23.7,33.5,49.5
GENE-8068,NO,273.6,291.6,255.6,0.877,-0.2,0.31,-0.62,5.4e-01,1.0e+00,0.9998,2795,230.8,307.6,336.3,217.7,196.9,352.3
GENE-8070,NO,17.7,18.5,16.8,0.905,-0.1,0.48,-0.3,7.7e-01,1.0e+00,0.9998,2796,17.8,14.9,22.9,12.9,20.7,16.8
GENE-8077,NO,288.4,267,309.9,1.161,0.2,0.32,0.66,5.1e-01,1.0e+00,0.9998,2797,264.5,374.3,162.2,303.8,326.9,298.9
GENE-8079,NO,28.1,30.8,25.4,0.823,-0.3,0.48,-0.58,5.6e-01,1.0e+00,0.9998,2798,18.8,32.9,40.8,36.6,16.7,22.8
GENE-8085,NO,2896.7,3371.8,2421.6,0.718,-0.5,0.34,-1.39,1.7e-01,1.0e+00,0.9998,2799,2456.9,4444.7,3213.7,1658.3,2148.5,3458.1
GENE-8091,NO,3.1,4.3,2,0.459,-1.1,1.07,-1.05,2.9e-01,1.0e+00,0.9998,2800,3,5,5,3,2,1
GENE-8093,NO,13,11.6,14.5,1.251,0.3,0.62,0.52,6.0e-01,1.0e+00,0.9998,2801,17.8,5,11.9,17.8,9.8,15.8
GENE-8097,NO,15,15.5,14.5,0.931,-0.1,0.52,-0.2,8.4e-01,1.0e+00,0.9998,2802,16.8,11.9,17.9,18.8,13.8,10.9
GENE-8100,NO,617.3,621.1,613.5,0.988,0,0.19,-0.09,9.3e-01,1.0e+00,0.9998,2803,621.2,566.4,675.6,574.9,604.6,661.1
GENE-8101,NO,181.5,180.5,182.4,1.01,0,0.24,0.06,9.5e-01,1.0e+00,0.9998,2804,168.4,159.3,213.9,167.2,195.9,184.1
GENE-8112,NO,72,72.9,71.1,0.976,0,0.3,-0.12,9.1e-01,1.0e+00,0.9998,2805,84.2,69.7,64.7,59.4,85.7,68.3
GENE-8120,NO,80.2,74.5,85.9,1.153,0.2,0.31,0.66,5.1e-01,1.0e+00,0.9998,2806,90.2,69.7,63.7,70.3,107.3,80.2
GENE-8123,NO,463.8,452.1,475.6,1.052,0.1,0.19,0.39,6.9e-01,1.0e+00,0.9998,2807,445.8,434,476.6,518.5,462.8,445.4
GENE-8124,NO,733.9,766.3,701.4,0.915,-0.1,0.2,-0.64,5.3e-01,1.0e+00,0.9998,2808,690.5,799.4,808.9,624.3,682.3,797.7
GENE-8129,NO,529.2,553.7,504.7,0.911,-0.1,0.43,-0.31,7.5e-01,1.0e+00,0.9998,2809,609.3,462.9,589,196.9,601.6,715.6
GENE-8131,NO,20.3,20.2,20.4,1.011,0,0.45,0.03,9.7e-01,1.0e+00,0.9998,2810,17.8,18.9,23.9,25.7,16.7,18.8
GENE-8140,NO,110.8,110,111.7,1.015,0,0.24,0.09,9.3e-01,1.0e+00,0.9998,2811,120.9,103.5,105.5,106.9,118.2,109.9
GENE-8147,NO,52.7,54.3,51.1,0.94,-0.1,0.31,-0.29,7.7e-01,1.0e+00,0.9998,2812,59.4,50.8,52.7,51.5,44.3,57.4
GENE-8152,NO,2,2,2,0.995,0,1.26,-0.01,1.0e+00,1.0e+00,0.9998,2813,3,1,2,2,2,2
GENE-8157,NO,10.6,11.6,9.5,0.823,-0.3,0.66,-0.43,6.7e-01,1.0e+00,0.9998,2814,12.9,10,11.9,6.9,16.7,4.9
GENE-8159,NO,8935.4,8785.1,9085.7,1.034,0,0.3,0.16,8.7e-01,1.0e+00,0.9998,2815,5498.4,9237.8,11619,9060.5,9687.8,8508.7
GENE-8164,NO,134.4,142.4,126.4,0.888,-0.2,0.26,-0.66,5.1e-01,1.0e+00,0.9998,2816,136.7,138.4,152.2,98,138.8,142.5
GENE-8165,NO,6.1,4.6,7.6,1.636,0.7,1.04,0.69,4.9e-01,1.0e+00,0.9998,2817,10.9,3,0,5.9,5.9,10.9
GENE-8166,NO,2164.8,2127.1,2202.5,1.035,0.1,0.15,0.32,7.5e-01,1.0e+00,0.9998,2818,2185.5,2111.4,2084.4,2159,2162.2,2286.3
GENE-8171,NO,2428.9,2623.9,2233.9,0.851,-0.2,0.23,-1.02,3.1e-01,1.0e+00,0.9998,2819,2721.4,2765.4,2384.9,2552.8,1723.1,2425.8
GENE-8175,NO,63.2,63.9,62.6,0.979,0,0.31,-0.1,9.2e-01,1.0e+00,0.9998,2820,79.3,57.7,54.7,71.2,59.1,57.4
GENE-8180,NO,90.8,94.4,87.3,0.924,-0.1,0.25,-0.45,6.6e-01,1.0e+00,0.9998,2821,92.1,85.6,105.5,84.1,90.6,87.1
GENE-8189,NO,7.8,6.3,9.2,1.465,0.6,0.66,0.83,4.1e-01,1.0e+00,0.9998,2822,5.9,6,7,7.9,9.8,9.9
GENE-8193,NO,61.9,66.9,57,0.851,-0.2,0.3,-0.78,4.3e-01,1.0e+00,0.9998,2823,61.4,61.7,77.6,49.5,61,60.4
GENE-8196,NO,11.9,13.9,9.9,0.71,-0.5,0.58,-0.86,3.9e-01,1.0e+00,0.9998,2824,14.9,10,16.9,11.9,6.9,10.9
GENE-8202,NO,287.6,226.8,348.4,1.536,0.6,0.4,1.55,1.2e-01,1.0e+00,0.9998,2825,276.4,219,185.1,400.7,162.5,482
GENE-8203,NO,161.2,172.9,149.5,0.865,-0.2,0.24,-0.86,3.9e-01,1.0e+00,0.9998,2826,201.1,140.4,177.1,150.4,152.6,145.5
GENE-8208,NO,461.7,448.1,475.2,1.06,0.1,0.2,0.43,6.6e-01,1.0e+00,0.9998,2827,490.4,455.9,398,449.2,467.7,508.7
GENE-8209,NO,5.3,3.7,6.9,1.897,0.9,0.84,1.1,2.7e-01,1.0e+00,0.9998,2828,3,6,2,5.9,7.9,6.9
GENE-8211,NO,12.4,9.6,15.1,1.577,0.7,0.56,1.17,2.4e-01,1.0e+00,0.9998,2829,9.9,11.9,7,11.9,17.7,15.8
GENE-8221,NO,16.2,18.2,14.2,0.777,-0.4,0.75,-0.49,6.3e-01,1.0e+00,0.9998,2830,5.9,32.9,15.9,13.9,4.9,23.8
GENE-8222,NO,4.5,4.7,4.3,0.923,-0.1,0.95,-0.12,9.0e-01,1.0e+00,0.9998,2831,2,3,9,4.9,4.9,3
GENE-8230,NO,71.7,74.2,69.1,0.932,-0.1,0.4,-0.25,8.0e-01,1.0e+00,0.9998,2832,81.2,56.7,84.6,35.6,85.7,86.1
GENE-8237,NO,689.6,694,685.2,0.987,0,0.21,-0.09,9.3e-01,1.0e+00,0.9998,2833,625.1,795.4,661.6,606.5,739.5,709.6
GENE-8244,NO,11.4,10,12.8,1.292,0.4,0.56,0.66,5.1e-01,1.0e+00,0.9998,2834,9.9,11,9,14.8,12.8,10.9
GENE-8246,NO,9.2,9.9,8.6,0.861,-0.2,0.69,-0.31,7.6e-01,1.0e+00,0.9998,2835,9.9,7,12.9,4,13.8,7.9
GENE-8248,NO,134.6,126.2,143,1.132,0.2,0.26,0.69,4.9e-01,1.0e+00,0.9998,2836,105,134.4,139.3,130.6,131,167.3
GENE-8249,NO,773.7,840.7,706.6,0.84,-0.3,0.26,-0.95,3.4e-01,1.0e+00,0.9998,2837,1017.4,767.5,737.3,841,749.3,529.5
GENE-8254,NO,1223,1229.3,1216.6,0.99,0,0.2,-0.07,9.4e-01,1.0e+00,0.9998,2838,1342.4,1075.1,1270.5,1266.5,1322.4,1061
GENE-8255,NO,17.8,17.6,18.1,1.032,0,0.54,0.09,9.3e-01,1.0e+00,0.9998,2839,25.8,17.9,9,21.8,17.7,14.8
GENE-8256,NO,26.2,26.2,26.3,1.007,0,0.48,0.02,9.8e-01,1.0e+00,0.9998,2840,33.7,20.9,23.9,26.7,37.4,14.8
GENE-8260,NO,3.1,4.3,2,0.459,-1.1,1.07,-1.05,2.9e-01,1.0e+00,0.9998,2841,3,5,5,3,2,1
GENE-8262,NO,1.7,1.3,2,1.491,0.6,1.4,0.41,6.8e-01,1.0e+00,0.9998,2842,1,1,2,3,2,1
GENE-8263,NO,420.6,413.4,427.7,1.035,0,0.19,0.26,8.0e-01,1.0e+00,0.9998,2843,391.3,425.1,423.8,426.5,466.7,390
GENE-8264,NO,101.7,108.6,94.9,0.873,-0.2,0.27,-0.72,4.7e-01,1.0e+00,0.9998,2844,124.8,87.6,113.4,88.1,88.6,107.9
GENE-8265,NO,6.8,5.3,8.2,1.552,0.6,0.8,0.79,4.3e-01,1.0e+00,0.9998,2845,3,3,9.9,7.9,10.8,5.9
GENE-8266,NO,726.9,671.1,782.7,1.166,0.2,0.32,0.7,4.9e-01,1.0e+00,0.9998,2846,469.6,907.9,635.8,701.5,629.2,1017.4
GENE-8267,NO,1204.1,1304.3,1103.8,0.846,-0.2,0.29,-0.82,4.1e-01,1.0e+00,0.9998,2847,1595,1229.4,1088.5,860.8,944.3,1506.4
GENE-8270,NO,184.1,191.7,176.5,0.921,-0.1,0.25,-0.47,6.4e-01,1.0e+00,0.9998,2848,222.9,177.2,175.1,156.3,158.5,214.8
GENE-8272,NO,103,89.1,116.9,1.312,0.4,0.3,1.31,1.9e-01,1.0e+00,0.9998,2849,74.3,76.7,116.4,133.6,101.4,115.8
GENE-8276,NO,10.2,10.3,10.2,0.993,0,0.69,-0.01,9.9e-01,1.0e+00,0.9998,2850,10.9,11,9,8.9,17.7,4
GENE-8279,NO,289.2,289.5,288.8,0.998,0,0.2,-0.02,9.9e-01,1.0e+00,0.9998,2851,281.4,271.8,315.4,300.8,261.9,303.8
GENE-8281,NO,7.4,8.6,6.3,0.727,-0.5,0.73,-0.63,5.3e-01,1.0e+00,0.9998,2852,9.9,10,6,3,6.9,8.9
GENE-8282,NO,8.3,8.9,7.5,0.846,-0.2,0.72,-0.33,7.4e-01,1.0e+00,0.9998,2853,5.9,14.9,6,7.9,9.8,4.9
GENE-8283,NO,8.9,8,9.9,1.244,0.3,0.74,0.42,6.7e-01,1.0e+00,0.9998,2854,12.9,8,3,14.8,8.9,5.9
GENE-8290,NO,601.8,583.8,619.8,1.062,0.1,0.22,0.39,6.9e-01,1.0e+00,0.9998,2855,674.7,527.6,549.2,562,577,720.5
GENE-8301,NO,6.4,6.3,6.6,1.046,0.1,0.85,0.08,9.4e-01,1.0e+00,0.9998,2856,3,9,7,3,4.9,11.9
GENE-8305,NO,14.5,16.9,12.2,0.721,-0.5,0.5,-0.95,3.4e-01,1.0e+00,0.9998,2857,15.9,17.9,16.9,11.9,11.8,12.9
GENE-8313,NO,1372.8,1436.1,1309.5,0.912,-0.1,0.31,-0.43,6.7e-01,1.0e+00,0.9998,2858,1978.4,1345.9,984,1188.3,1618.7,1121.4
GENE-8318,NO,21.8,23.5,20.1,0.854,-0.2,0.43,-0.52,6.0e-01,1.0e+00,0.9998,2859,27.7,19.9,22.9,15.8,22.6,21.8
GENE-8319,NO,2758,3431.4,2084.5,0.607,-0.7,0.59,-1.23,2.2e-01,1.0e+00,0.9998,2860,2778.9,6726.3,789,2709.1,1488.8,2055.7
GENE-8324,NO,20.3,16.2,24.4,1.501,0.6,0.46,1.27,2.0e-01,1.0e+00,0.9998,2861,12.9,19.9,15.9,18.8,24.6,29.7
GENE-8328,NO,791,883,699.1,0.792,-0.3,0.21,-1.62,1.1e-01,1.0e+00,0.9998,2862,736.1,884,1028.8,716.4,707.9,673
GENE-8342,NO,3.5,4,3,0.746,-0.4,1.03,-0.41,6.8e-01,1.0e+00,0.9998,2863,3,2,7,4,3,2
GENE-8343,NO,3,3,3,0.993,0,1.23,-0.01,9.9e-01,1.0e+00,0.9998,2864,2,5,2,0,4.9,4
GENE-8347,NO,161.8,182.2,141.5,0.776,-0.4,0.39,-0.93,3.5e-01,1.0e+00,0.9998,2865,143.7,212,191,95,228.4,101
GENE-8349,NO,1975.4,1769.6,2181.3,1.233,0.3,0.36,0.83,4.1e-01,1.0e+00,0.9998,2866,2742.2,1380.7,1186,2697.3,2218.4,1628.1
GENE-8351,NO,7.8,8.3,7.2,0.875,-0.2,0.71,-0.27,7.8e-01,1.0e+00,0.9998,2867,5.9,12.9,6,5.9,6.9,8.9
GENE-8355,NO,1007,855.6,1158.5,1.354,0.4,0.33,1.33,1.8e-01,1.0e+00,0.9998,2868,643,1051.2,872.6,710.4,1391.3,1373.7
GENE-8357,NO,144.3,150.4,138.4,0.92,-0.1,0.25,-0.47,6.4e-01,1.0e+00,0.9998,2869,159.5,144.3,147.3,171.2,124.1,119.8
GENE-8358,NO,2,2.3,1.7,0.71,-0.5,1.33,-0.37,7.1e-01,1.0e+00,0.9998,2870,1,4,2,1,1,3
GENE-8360,NO,285.3,272.6,298,1.093,0.1,0.28,0.46,6.4e-01,1.0e+00,0.9998,2871,307.1,309.6,201,238.5,347.6,307.8
GENE-8370,NO,696.8,692.7,700.9,1.012,0,0.19,0.09,9.3e-01,1.0e+00,0.9998,2872,652.9,689.9,735.3,701.5,635.1,766.1
GENE-8371,NO,111.9,124.3,99.5,0.801,-0.3,0.29,-1.12,2.6e-01,1.0e+00,0.9998,2873,104,161.3,107.5,105.9,91.6,101
GENE-8372,YES,4.3,3.3,5.2,1.591,0.7,0.88,0.76,4.5e-01,1.0e+00,0.9998,2874,4,3,3,5.9,4.9,4.9
GENE-8373,NO,146.6,138.1,155,1.122,0.2,0.29,0.57,5.7e-01,1.0e+00,0.9998,2875,140.7,154.3,119.4,137.5,204.8,122.7
GENE-8380,NO,5.4,4.3,6.6,1.529,0.6,0.85,0.72,4.7e-01,1.0e+00,0.9998,2876,2,6,5,4,5.9,9.9
GENE-8384,NO,1.7,2.3,1,0.426,-1.2,1.71,-0.72,4.7e-01,1.0e+00,0.9998,2877,0,4,3,2,1,0
GENE-8387,NO,527.4,882.3,172.5,0.195,-2.4,1.71,-1.37,1.7e-01,1.0e+00,0.9998,2878,84.2,1201.5,1361.1,2,443.1,72.3
GENE-8390,NO,5.9,5.3,6.6,1.243,0.3,0.8,0.39,7.0e-01,1.0e+00,0.9998,2879,5,7,4,7.9,3,8.9
GENE-8394,NO,3.5,3.7,3.3,0.903,-0.1,1.09,-0.13,8.9e-01,1.0e+00,0.9998,2880,4,6,1,1,4.9,4
GENE-8397,NO,1122,1114.9,1129,1.013,0,0.19,0.09,9.3e-01,1.0e+00,0.9998,2881,1115.5,1012.4,1216.8,1047.8,1060.4,1278.7
GENE-8401,NO,2.6,2.3,3,1.277,0.4,1.13,0.31,7.5e-01,1.0e+00,0.9998,2882,2,3,2,2,4.9,2
GENE-8406,NO,400.6,414.6,386.6,0.932,-0.1,0.19,-0.52,6.0e-01,1.0e+00,0.9998,2883,455.7,412.1,376.1,367.1,410.6,382
GENE-8411,NO,91.7,101.6,81.7,0.804,-0.3,0.57,-0.55,5.8e-01,1.0e+00,0.9998,2884,155.5,126.4,22.9,89.1,62,94
GENE-8413,NO,147.1,142.4,151.8,1.066,0.1,0.3,0.3,7.6e-01,1.0e+00,0.9998,2885,152.6,96.6,178.1,172.2,150.6,132.6
GENE-8414,NO,7.6,8.3,6.9,0.834,-0.3,0.75,-0.35,7.3e-01,1.0e+00,0.9998,2886,4,10,10.9,4,9.8,6.9
GENE-8418,NO,2005.5,1956.8,2054.1,1.05,0.1,0.2,0.34,7.3e-01,1.0e+00,0.9998,2887,1814,2207.9,1848.6,1786,2338.5,2037.9
GENE-8419,NO,1190.9,1309.5,1072.4,0.819,-0.3,0.19,-1.5,1.3e-01,1.0e+00,0.9998,2888,1208.6,1404.6,1315.3,987.5,1008.3,1221.3
GENE-8432,NO,1.5,1,2,1.987,1,1.61,0.61,5.4e-01,1.0e+00,0.9998,2889,1,1,1,0,3,3
GENE-8434,NO,22.5,21.9,23,1.054,0.1,0.42,0.18,8.6e-01,1.0e+00,0.9998,2890,22.8,20.9,21.9,26.7,24.6,17.8
GENE-8437,NO,120.6,119.9,121.2,1.011,0,0.24,0.06,9.5e-01,1.0e+00,0.9998,2891,116.9,128.4,114.4,125.7,105.4,132.6
GENE-8440,NO,3182.2,3596.5,2767.8,0.77,-0.4,0.46,-0.83,4.1e-01,1.0e+00,0.9998,2892,3597.2,1466.3,5725.9,2832.8,1832.4,3638.3
GENE-8442,NO,14.4,11.6,17.1,1.477,0.6,0.52,1.08,2.8e-01,1.0e+00,0.9998,2893,9.9,15.9,9,16.8,16.7,17.8
GENE-8446,NO,97.8,108.6,86.9,0.8,-0.3,0.26,-1.25,2.1e-01,1.0e+00,0.9998,2894,109,101.5,115.4,98,88.6,74.2
GENE-8452,NO,4440.8,5232.8,3648.8,0.697,-0.5,0.35,-1.49,1.4e-01,1.0e+00,0.9998,2895,6727.8,6132,2838.6,4504,3412.7,3029.6
GENE-8453,NO,550,637.5,462.5,0.726,-0.5,0.29,-1.59,1.1e-01,1.0e+00,0.9998,2896,509.2,854.1,549.2,469,366.3,552.3
GENE-8455,NO,375.4,383.7,367.2,0.957,-0.1,0.2,-0.31,7.5e-01,1.0e+00,0.9998,2897,331.9,419.1,400,387.9,356.4,357.3
GENE-8458,NO,1014.2,1044.3,984,0.942,-0.1,0.2,-0.43,6.7e-01,1.0e+00,0.9998,2898,907.5,1141.8,1083.5,1094.3,939.3,918.5
GENE-8459,NO,85.2,92.7,77.7,0.838,-0.3,0.28,-0.91,3.6e-01,1.0e+00,0.9998,2899,99.1,87.6,91.5,96,67.9,69.3
GENE-8461,NO,341.8,329.1,354.4,1.077,0.1,0.33,0.32,7.5e-01,1.0e+00,0.9998,2900,192.2,413.1,382.1,340.4,303.3,419.6
GENE-8472,NO,48.1,50.7,45.5,0.897,-0.2,0.37,-0.42,6.7e-01,1.0e+00,0.9998,2901,50.5,57.7,43.8,63.3,40.4,32.7
GENE-8473,NO,29.9,31.8,28,0.881,-0.2,0.41,-0.45,6.5e-01,1.0e+00,0.9998,2902,35.7,22.9,36.8,35.6,24.6,23.8
GENE-8476,NO,269.8,257.6,281.9,1.094,0.1,0.26,0.5,6.2e-01,1.0e+00,0.9998,2903,284.3,299.6,189,248.4,295.4,301.9
GENE-8477,NO,684.4,712.4,656.4,0.921,-0.1,0.21,-0.56,5.7e-01,1.0e+00,0.9998,2904,750.9,620.2,766.1,585.8,629.2,754.2
GENE-8479,NO,69.7,71.9,67.5,0.939,-0.1,0.32,-0.29,7.7e-01,1.0e+00,0.9998,2905,58.5,90.6,66.7,63.3,80.7,58.4
GENE-8483,NO,67.1,68.6,65.6,0.956,-0.1,0.35,-0.18,8.5e-01,1.0e+00,0.9998,2906,58.5,77.6,69.6,59.4,46.3,91.1
GENE-8487,NO,4,5,3,0.597,-0.7,1.09,-0.68,5.0e-01,1.0e+00,0.9998,2907,8.9,5,1,1,4.9,3
GENE-8502,NO,68.7,67.6,69.8,1.033,0,0.29,0.16,8.7e-01,1.0e+00,0.9998,2908,62.4,78.6,61.7,80.1,67.9,61.4
GENE-8506,NO,115.5,121.6,109.3,0.899,-0.2,0.29,-0.53,5.9e-01,1.0e+00,0.9998,2909,103,115.5,146.3,85.1,115.2,127.7
GENE-8509,NO,451.8,439.8,463.7,1.054,0.1,0.21,0.36,7.2e-01,1.0e+00,0.9998,2910,504.3,388.2,426.8,448.2,422.4,520.6
GENE-8516,NO,7.6,7.3,7.9,1.085,0.1,0.71,0.17,8.7e-01,1.0e+00,0.9998,2911,7.9,10,4,9.9,5.9,7.9
GENE-8518,NO,911.4,827.9,994.8,1.202,0.3,0.23,1.16,2.5e-01,1.0e+00,0.9998,2912,702.4,867,914.4,972.6,836.9,1174.8
GENE-8524,NO,3,2.3,3.6,1.562,0.6,1.07,0.6,5.5e-01,1.0e+00,0.9998,2913,2,2,3,4.9,3.9,2
GENE-8526,NO,580.8,593.2,568.3,0.958,-0.1,0.18,-0.35,7.3e-01,1.0e+00,0.9998,2914,617.2,600.3,562.1,552.1,611.5,541.4
GENE-8527,NO,682.1,686.2,678.1,0.988,0,0.21,-0.08,9.3e-01,1.0e+00,0.9998,2915,791.6,617.2,649.7,758.9,635.1,640.4
GENE-8530,NO,187.4,180.9,193.9,1.072,0.1,0.27,0.37,7.1e-01,1.0e+00,0.9998,2916,163.5,153.3,225.9,157.3,216.6,207.8
GENE-8535,NO,17.3,14.2,20.4,1.434,0.5,0.52,0.99,3.2e-01,1.0e+00,0.9998,2917,19.8,7,15.9,21.8,19.7,19.8
GENE-8537,NO,67.5,63.6,71.5,1.124,0.2,0.29,0.59,5.6e-01,1.0e+00,0.9998,2918,69.3,52.8,68.7,69.3,76.8,68.3
GENE-8540,NO,17.9,21.8,13.8,0.633,-0.7,0.67,-0.98,3.3e-01,1.0e+00,0.9998,2919,19.8,35.8,9.9,15.8,4.9,20.8
GENE-8543,NO,6.9,8.9,4.9,0.552,-0.9,0.75,-1.14,2.6e-01,1.0e+00,0.9998,2920,6.9,13.9,6,4,4.9,5.9
GENE-8545,NO,341.8,360.2,323.4,0.898,-0.2,0.27,-0.58,5.6e-01,1.0e+00,0.9998,2921,259.6,373.3,447.7,332.5,353.5,284.1
GENE-8548,NO,248.6,295.3,202,0.684,-0.5,0.49,-1.12,2.6e-01,1.0e+00,0.9998,2922,427,281.7,177.1,362.1,118.2,125.7
GENE-8551,NO,549.1,562.7,535.4,0.951,-0.1,0.28,-0.26,7.9e-01,1.0e+00,0.9998,2923,603.3,588.3,496.5,588.7,365.3,652.2
GENE-8553,NO,54.3,64.6,44.1,0.684,-0.5,0.5,-1.1,2.7e-01,1.0e+00,0.9998,2924,98.1,29.9,65.7,25.7,48.2,58.4
GENE-8560,NO,5.8,4.6,6.9,1.495,0.6,1.49,0.39,7.0e-01,1.0e+00,0.9998,2925,9.9,4,0,18.8,2,0
GENE-8561,NO,17,15.9,18.1,1.139,0.2,0.61,0.31,7.6e-01,1.0e+00,0.9998,2926,9.9,15.9,21.9,29.7,16.7,7.9
GENE-8567,NO,6.9,7,6.9,0.994,0,0.71,-0.01,9.9e-01,1.0e+00,0.9998,2927,8.9,6,6,6.9,8.9,4.9
GENE-8573,NO,355.7,339.5,371.8,1.095,0.1,0.19,0.68,5.0e-01,1.0e+00,0.9998,2928,359.6,309.6,349.2,384.9,345.6,385
GENE-8574,NO,20,19.9,20.1,1.011,0,0.5,0.03,9.7e-01,1.0e+00,0.9998,2929,24.8,18.9,15.9,13.9,16.7,29.7
GENE-8576,NO,94.1,91.4,96.8,1.059,0.1,0.29,0.29,7.7e-01,1.0e+00,0.9998,2930,118.9,78.6,76.6,97,97.5,96
GENE-8584,NO,1056,1086.9,1025.2,0.943,-0.1,0.21,-0.4,6.9e-01,1.0e+00,0.9998,2931,1235.4,884,1141.2,994.4,1011.2,1069.9
GENE-8586,NO,26.7,23.9,29.6,1.243,0.3,0.39,0.81,4.2e-01,1.0e+00,0.9998,2932,21.8,24.9,24.9,26.7,29.5,32.7
GENE-8589,NO,1.8,2.7,1,0.373,-1.4,1.47,-0.97,3.3e-01,1.0e+00,0.9998,2933,2,2,4,0,1,2
GENE-8593,NO,5.5,6.3,4.6,0.733,-0.4,0.78,-0.57,5.7e-01,1.0e+00,0.9998,2934,6.9,5,7,4,4.9,4.9
GENE-8597,NO,1686.2,1741.9,1630.5,0.936,-0.1,0.23,-0.42,6.7e-01,1.0e+00,0.9998,2935,1742.6,1619.6,1863.5,2033.3,1378.5,1479.6
GENE-8598,NO,202.2,215.3,189,0.878,-0.2,0.22,-0.87,3.8e-01,1.0e+00,0.9998,2936,194.2,215,236.8,203.8,182.2,181.1
GENE-8607,NO,70.5,61.7,79.4,1.287,0.4,0.43,0.85,3.9e-01,1.0e+00,0.9998,2937,35.7,49.8,99.5,95,81.7,61.4
GENE-8610,NO,179.5,197.4,161.7,0.819,-0.3,0.29,-1,3.2e-01,1.0e+00,0.9998,2938,206.1,173.2,212.9,111.8,174.3,198.9
GENE-8616,NO,4.8,3.3,6.2,1.89,0.9,0.86,1.06,2.9e-01,1.0e+00,0.9998,2939,5,2,3,6.9,5.9,5.9
GENE-8617,NO,464.4,486.9,442,0.908,-0.1,0.3,-0.46,6.5e-01,1.0e+00,0.9998,2940,297.2,576.4,587,445.3,408.6,472.1
GENE-8620,NO,260.7,242.5,278.8,1.15,0.2,0.38,0.53,5.9e-01,1.0e+00,0.9998,2941,233.8,297.6,196,375,318,143.5
GENE-8625,NO,2.5,3.3,1.6,0.498,-1,1.47,-0.68,4.9e-01,1.0e+00,0.9998,2942,4,3,3,0,0,4.9
GENE-8627,NO,709.6,764.2,655.1,0.857,-0.2,0.32,-0.7,4.9e-01,1.0e+00,0.9998,2943,769.8,1015.4,507.4,504.6,811.3,649.3
GENE-8629,NO,191.4,177.2,205.5,1.16,0.2,0.22,0.98,3.3e-01,1.0e+00,0.9998,2944,160.5,176.2,195,207.8,190,218.7
GENE-8632,NO,986.9,936.7,1037.1,1.107,0.1,0.23,0.64,5.2e-01,1.0e+00,0.9998,2945,742,929.8,1138.2,978.6,1020.1,1112.5
GENE-8639,NO,8.6,10.3,6.9,0.674,-0.6,0.65,-0.88,3.8e-01,1.0e+00,0.9998,2946,10.9,9,10.9,4.9,6.9,8.9
GENE-8642,NO,6.6,6.3,6.9,1.099,0.1,0.78,0.17,8.6e-01,1.0e+00,0.9998,2947,7.9,7,4,3,8.9,8.9
GENE-8644,NO,37.5,36.4,38.5,1.058,0.1,0.37,0.22,8.3e-01,1.0e+00,0.9998,2948,39.6,34.8,34.8,34.6,29.5,51.5
GENE-8646,NO,8.4,8.6,8.2,0.956,-0.1,0.65,-0.1,9.2e-01,1.0e+00,0.9998,2949,7.9,9,9,7.9,10.8,5.9
GENE-8651,NO,169,182.8,155.1,0.848,-0.2,0.23,-1.03,3.0e-01,1.0e+00,0.9998,2950,207.1,179.2,162.2,169.2,151.6,144.5
GENE-8654,NO,1091,1100.7,1081.2,0.982,0,0.18,-0.14,8.9e-01,1.0e+00,0.9998,2951,1057.1,1070.1,1175,1208.1,1047.6,987.8
GENE-8655,NO,3,3,3,0.995,0,1.19,-0.01,1.0e+00,1.0e+00,0.9998,2952,4,2,3,1,1,6.9
GENE-8658,NO,12.9,12.3,13.5,1.102,0.1,0.58,0.24,8.1e-01,1.0e+00,0.9998,2953,15.9,7,13.9,15.8,9.8,14.8
GENE-8664,NO,885.4,880.2,890.5,1.012,0,0.22,0.07,9.4e-01,1.0e+00,0.9998,2954,779.7,942.7,918.3,898.4,1047.6,725.5
GENE-8665,NO,243.4,239.8,247,1.03,0,0.24,0.18,8.6e-01,1.0e+00,0.9998,2955,268.5,216,234.8,290.9,203.8,246.4
GENE-8668,NO,39.2,49.1,29.4,0.598,-0.7,1.91,-0.39,7.0e-01,1.0e+00,0.9998,2956,3,61.7,82.6,19.8,0,68.3
GENE-8676,NO,52.4,54.3,50.4,0.928,-0.1,0.35,-0.31,7.5e-01,1.0e+00,0.9998,2957,58.5,62.7,41.8,64.3,43.3,43.5
GENE-8679,NO,670,672.7,667.2,0.992,0,0.17,-0.07,9.4e-01,1.0e+00,0.9998,2958,681.6,694.8,641.7,681.7,657.7,662.1
GENE-8680,NO,13.2,14.2,12.2,0.855,-0.2,0.53,-0.43,6.7e-01,1.0e+00,0.9998,2959,11.9,16.9,13.9,11.9,13.8,10.9
GENE-8698,NO,67.2,60.6,73.8,1.218,0.3,0.5,0.57,5.7e-01,1.0e+00,0.9998,2960,71.3,43.8,66.7,121.7,29.5,70.3
GENE-8702,NO,52.5,52.7,52.4,0.994,0,0.33,-0.03,9.8e-01,1.0e+00,0.9998,2961,55.5,40.8,61.7,57.4,54.2,45.5
