name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-10637,NO,1,0,0,0,0,0,0
GENE-10638,NO,1,0,0,0,0,0,0
GENE-10639,NO,1,0,0,0,0,0,0
GENE-10640,NO,1,0,2,2,2,2,1
GENE-10641,NO,1,0,0,0,0,0,0
GENE-10642,NO,1,0,0,0,0,0,0
GENE-10643,NO,1,0,0,0,0,0,0
GENE-10644,NO,1,0,0,0,0,0,0
GENE-10645,NO,1,0,0,0,0,0,0
GENE-10646,YES,1,0,0,0,0,0,0
GENE-10647,NO,1,1472,1211,1819,1107,1345,1315
GENE-10648,NO,1,5,2,1,7,4,2
GENE-10649,NO,1,0,0,0,0,0,0
GENE-10650,NO,1,0,0,0,0,0,0
GENE-10651,NO,1,1,0,1,0,0,0
GENE-10652,NO,1,0,0,0,0,0,0
GENE-10653,NO,1,0,0,0,0,0,0
GENE-10654,NO,1,4,0,3,5,2,0
GENE-10655,NO,1,2,0,0,1,0,0
GENE-10656,NO,1,0,0,0,0,0,0
GENE-10657,NO,1,0,0,0,0,0,0
GENE-10658,NO,1,0,0,0,0,0,0
GENE-10659,NO,1,0,0,0,0,0,0
GENE-10660,NO,1,0,0,0,0,0,0
GENE-10661,NO,1,0,0,0,0,0,0
GENE-10662,NO,1,0,0,0,0,0,0
GENE-10663,NO,1,0,0,0,0,0,0
GENE-10664,NO,1,25,24,20,25,21,29
GENE-10665,NO,1,166,159,157,185,153,157
GENE-10666,NO,1,0,0,0,0,0,0
GENE-10667,NO,1,0,0,0,0,0,0
GENE-10668,NO,1,2307,1298,1279,1328,1345,1228
GENE-10669,NO,1,0,0,0,0,0,0
GENE-10670,NO,1,320,351,310,291,354,322
GENE-10671,YES,1,0,0,0,0,0,0
GENE-10672,NO,1,292,292,311,255,335,301
GENE-10673,NO,1,0,0,0,0,0,0
GENE-10674,NO,1,467,300,516,431,391,401
GENE-10675,NO,1,0,0,0,0,0,0
GENE-10676,NO,1,0,0,0,0,0,0
GENE-10678,NO,1,0,0,0,0,0,0
GENE-10679,NO,1,0,0,0,0,0,0
GENE-10680,NO,1,6,7,16,27,15,14
GENE-10681,NO,1,28,22,15,25,18,23
GENE-10682,YES,1,0,0,0,0,0,0
GENE-10683,NO,1,0,0,0,0,0,0
GENE-10684,NO,1,0,0,0,0,0,0
GENE-10685,NO,1,21,22,15,16,10,25
GENE-10686,NO,1,0,0,0,0,0,0
GENE-10687,NO,1,0,0,0,0,1,1
GENE-10688,NO,1,0,0,0,0,0,0
GENE-10689,NO,1,0,0,0,0,0,0
GENE-10690,NO,1,0,0,0,0,0,0
GENE-10691,NO,1,5,7,5,3,5,5
GENE-10692,NO,1,0,0,0,0,0,0
GENE-10693,NO,1,0,0,0,0,0,0
GENE-10694,NO,1,0,0,0,0,0,0
GENE-10695,NO,1,0,0,0,0,0,0
GENE-10696,NO,1,5,0,0,4,5,2
GENE-10697,YES,1,0,0,0,0,0,0
GENE-10698,NO,1,0,0,0,0,0,0
GENE-10699,NO,1,0,0,0,0,0,0
GENE-10700,NO,1,0,0,0,0,0,0
GENE-10701,NO,1,35,30,36,28,32,38
GENE-10702,NO,1,0,0,0,0,0,0
GENE-10703,YES,1,0,0,0,0,0,0
GENE-10704,YES,1,0,0,0,0,0,0
GENE-10705,NO,1,0,0,0,0,0,0
GENE-10706,NO,1,0,0,0,0,0,0
GENE-10707,YES,1,0,0,0,0,0,0
GENE-10708,NO,1,0,0,0,0,0,0
GENE-10709,NO,1,37,36,27,38,33,28
GENE-10710,NO,1,0,0,0,0,0,0
GENE-10711,NO,1,123,143,150,146,154,147
GENE-10712,NO,1,0,0,0,0,0,0
GENE-10713,NO,1,0,0,0,0,0,0
GENE-10714,NO,1,0,0,0,0,0,0
GENE-10715,NO,1,0,0,0,0,0,0
GENE-10716,NO,1,21,36,36,40,29,21
GENE-10717,NO,1,111,113,126,100,130,124
GENE-10718,NO,1,0,0,0,0,0,0
GENE-10719,NO,1,0,0,0,0,0,0
GENE-10720,NO,1,0,0,0,0,0,0
GENE-10721,NO,1,0,0,0,0,0,0
GENE-10722,NO,1,0,0,0,0,0,0
GENE-10723,NO,1,0,0,0,0,0,0
GENE-10724,NO,1,89,126,86,158,122,125
GENE-10725,NO,1,0,0,0,0,0,0
GENE-10726,NO,1,26,25,31,22,24,23
GENE-10727,NO,1,0,0,0,0,0,0
GENE-10728,NO,1,0,0,0,0,0,0
GENE-10729,NO,1,510,442,709,571,609,517
GENE-10730,NO,1,0,0,0,0,0,0
GENE-10731,NO,1,0,0,0,0,0,0
GENE-10732,NO,1,111,94,68,83,87,87
GENE-10733,NO,1,37,29,34,27,50,28
GENE-10734,NO,1,0,0,0,0,0,0
GENE-10735,NO,1,185,290,164,267,324,152
GENE-10736,NO,1,0,0,0,0,1,0
GENE-10737,NO,1,0,0,0,0,0,0
GENE-10738,NO,1,501,442,333,425,398,416
GENE-10739,NO,1,0,0,0,0,0,0
GENE-10740,NO,1,0,0,0,0,0,0
GENE-10741,NO,1,86,77,145,87,108,122
GENE-10742,NO,1,0,0,0,0,0,0
GENE-10743,NO,1,416,491,532,559,491,558
GENE-10744,NO,1,0,0,0,0,0,0
GENE-10745,NO,1,0,0,0,0,0,0
GENE-10746,NO,1,47,48,39,45,80,43
GENE-10747,NO,1,0,0,0,0,0,0
GENE-10748,NO,1,0,0,0,0,0,0
GENE-10749,NO,1,81,58,84,73,43,101
GENE-10750,NO,1,0,0,0,0,0,0
GENE-10751,NO,1,0,0,0,0,0,0
GENE-10752,NO,1,0,0,0,0,0,0
GENE-10753,NO,1,1282,873,1009,871,656,938
GENE-10754,NO,1,0,0,0,0,0,0
GENE-10755,NO,1,0,0,0,0,0,0
GENE-10756,NO,1,45,78,36,75,43,52
GENE-10757,NO,1,0,0,0,0,0,0
GENE-10758,NO,1,0,0,0,0,0,0
GENE-10759,NO,1,0,0,0,0,0,0
GENE-10760,NO,1,0,0,0,0,0,0
GENE-10761,NO,1,0,0,0,0,0,0
GENE-10762,NO,1,0,0,0,0,0,0
GENE-10763,NO,1,0,0,0,0,0,0
GENE-10764,NO,1,0,0,0,0,0,0
GENE-10765,NO,1,0,0,0,0,0,0
GENE-10766,NO,1,0,0,0,0,0,0
GENE-10767,NO,1,0,0,0,0,0,0
GENE-10768,NO,1,0,0,0,0,0,0
GENE-10769,NO,1,6,3,8,1,2,8
GENE-10770,NO,1,0,0,0,0,0,0
GENE-10771,NO,1,0,0,0,0,0,0
GENE-10772,NO,1,0,0,0,0,0,0
GENE-10773,NO,1,0,0,0,0,0,0
GENE-10774,NO,1,20,21,20,25,29,39
GENE-10775,NO,1,0,0,0,0,0,0
GENE-10776,NO,1,0,0,0,0,0,0
GENE-10777,NO,1,0,0,0,0,0,0
GENE-10778,NO,1,0,0,0,0,0,0
GENE-10779,NO,1,0,0,0,0,0,0
GENE-10780,NO,1,0,0,0,0,0,0
GENE-10781,YES,1,0,0,0,0,0,0
GENE-10782,NO,1,0,0,0,0,0,0
GENE-10783,NO,1,99,122,102,131,108,95
GENE-10784,NO,1,129,218,145,109,108,120
GENE-10785,NO,1,580,753,1154,1398,1001,931
GENE-10786,NO,1,0,0,0,0,0,0
GENE-10787,NO,1,397,604,525,462,479,547
GENE-10788,NO,1,0,0,0,0,0,0
GENE-10790,NO,1,24,21,17,35,18,28
GENE-10791,NO,1,0,0,0,0,0,0
GENE-10792,NO,1,0,0,0,0,0,0
GENE-10793,NO,1,0,0,0,0,0,0
GENE-10794,NO,1,0,0,0,0,0,0
GENE-10795,NO,1,1,1,1,1,1,1
GENE-10796,NO,1,8872,3691,10933,3495,5622,2893
GENE-10797,NO,1,0,0,0,0,0,0
GENE-10798,NO,1,0,0,0,0,0,0
GENE-10799,NO,1,292,270,254,260,249,262
GENE-10800,NO,1,54,55,60,42,52,46
GENE-10801,NO,1,0,0,0,0,0,0
GENE-10802,NO,1,0,0,0,0,0,0
GENE-10803,NO,1,0,0,0,0,0,0
GENE-10804,NO,1,30,36,23,42,23,28
GENE-10805,NO,1,0,0,0,0,0,0
GENE-10806,NO,1,90,129,132,137,89,74
GENE-10807,NO,1,0,0,0,0,0,0
GENE-10808,NO,1,0,0,0,0,0,0
GENE-10809,NO,1,0,0,0,0,0,0
GENE-10810,NO,1,4,5,7,14,2,5
GENE-10811,NO,1,0,0,0,0,0,0
GENE-10812,NO,1,0,0,0,0,0,0
GENE-10813,NO,1,0,0,0,0,0,0
GENE-10814,NO,1,0,0,1,0,0,1
GENE-10815,NO,1,1018,792,1032,1050,1013,1061
GENE-10816,NO,1,0,0,0,0,0,0
GENE-10817,NO,1,0,0,0,0,0,0
GENE-10818,NO,1,0,0,0,0,0,0
GENE-10819,NO,1,0,0,0,0,0,0
GENE-10820,NO,1,3,9,4,4,4,6
GENE-10821,NO,1,0,0,0,0,0,0
GENE-10822,NO,1,0,0,0,0,0,0
GENE-10823,NO,1,0,0,0,0,0,0
GENE-10824,NO,1,0,0,0,0,0,0
GENE-10825,NO,1,16,0,4,0,6,40
GENE-10826,NO,1,53,43,36,42,57,33
GENE-10827,NO,1,0,0,0,0,0,0
GENE-10828,NO,1,114,106,87,77,105,112
GENE-10829,YES,1,0,0,0,0,0,0
GENE-10830,NO,1,0,0,0,0,0,0
GENE-10831,NO,1,0,0,0,0,0,0
GENE-10832,NO,1,0,0,0,0,0,0
GENE-10833,NO,1,317,321,206,551,223,254
GENE-10834,NO,1,0,0,0,0,0,0
GENE-10835,NO,1,0,0,0,0,0,0
GENE-10836,NO,1,7,15,17,11,12,11
GENE-10837,YES,1,0,0,0,0,0,0
GENE-10838,NO,1,167,164,206,165,150,219
GENE-10839,YES,1,0,0,0,0,0,0
GENE-10840,NO,1,2,2,3,2,0,5
GENE-10841,NO,1,0,0,0,0,0,0
GENE-10842,NO,1,24,31,23,23,12,18
GENE-10843,NO,1,1,2,5,1,1,1
GENE-10844,NO,1,4,11,4,9,9,7
GENE-10845,NO,1,0,0,0,0,0,0
GENE-10846,NO,1,0,0,0,0,0,0
GENE-10847,NO,1,0,0,0,0,0,0
GENE-10848,NO,1,0,0,0,0,0,0
GENE-10850,NO,1,0,0,0,0,0,0
GENE-10851,NO,1,0,0,1,0,0,0
GENE-10852,NO,1,0,0,0,0,0,0
GENE-10853,NO,1,0,0,0,0,0,0
GENE-10854,NO,1,0,0,0,0,0,0
GENE-10855,NO,1,0,0,0,0,0,0
GENE-10856,NO,1,0,0,0,0,0,0
GENE-10857,NO,1,2281,2044,2055,2154,2102,2130
GENE-10858,NO,1,0,0,0,0,0,0
GENE-10859,NO,1,55,39,75,75,66,93
GENE-10860,NO,1,123,122,119,136,99,104
GENE-10861,NO,1,0,0,0,0,0,1
GENE-10862,NO,1,40,37,39,39,48,53
GENE-10863,NO,1,7,6,3,3,3,4
GENE-10864,NO,1,389,331,372,352,439,269
GENE-10865,NO,1,0,0,0,0,0,0
GENE-10866,NO,1,0,0,0,0,0,0
GENE-10867,NO,1,0,0,0,0,0,0
GENE-10868,NO,1,0,0,0,0,0,0
GENE-10869,NO,1,0,1,0,0,1,0
GENE-10870,NO,1,0,0,0,0,0,0
GENE-10871,NO,1,0,0,0,0,0,0
GENE-10872,NO,1,0,0,0,0,0,0
GENE-10873,NO,1,0,0,0,0,0,0
GENE-10874,NO,1,3,5,4,4,3,1
GENE-10875,NO,1,0,0,0,0,0,0
GENE-10876,NO,1,0,0,0,0,0,2
GENE-10877,NO,1,0,0,0,0,0,0
GENE-10878,NO,1,53,71,64,63,85,74
GENE-10879,NO,1,0,0,0,0,0,0
GENE-10880,YES,1,0,0,0,0,0,0
GENE-10881,NO,1,8,4,54,63,2,19
GENE-10882,NO,1,0,0,0,0,0,0
GENE-10883,NO,1,14,12,15,9,10,16
GENE-10884,NO,1,80,105,90,130,86,48
GENE-10885,NO,1,0,0,0,0,0,0
GENE-10886,NO,1,16,28,24,14,9,21
GENE-10887,NO,1,0,0,0,0,0,0
GENE-10888,NO,1,0,0,0,0,0,0
GENE-10889,NO,1,0,0,0,0,0,0
GENE-10890,NO,1,0,0,0,0,0,0
GENE-10891,NO,1,14,9,7,15,8,13
GENE-10892,NO,1,0,0,0,0,0,0
GENE-10893,NO,1,980,920,862,923,825,1063
GENE-10894,NO,1,12,12,5,7,10,10
GENE-10895,NO,1,0,0,0,0,0,0
GENE-10896,NO,1,0,0,0,0,0,0
GENE-10897,NO,1,0,0,0,0,0,0
GENE-10898,NO,1,0,0,0,0,0,0
GENE-10899,NO,1,0,0,0,0,0,0
GENE-10900,YES,1,0,0,0,0,0,0
GENE-10901,NO,1,0,0,0,0,0,0
GENE-10902,NO,1,0,0,0,0,0,0
GENE-10903,NO,1,0,0,0,0,0,0
GENE-10904,YES,1,0,0,0,0,0,0
GENE-10905,NO,1,0,0,0,0,0,0
GENE-10906,NO,1,0,0,0,0,0,0
GENE-10907,NO,1,0,0,0,0,0,0
GENE-10908,NO,1,0,0,0,0,0,0
GENE-10909,NO,1,7,2,5,3,8,0
GENE-10910,NO,1,0,0,0,0,0,0
GENE-10911,NO,1,126,125,160,142,159,132
GENE-10912,NO,1,106,196,139,77,95,91
GENE-10913,NO,1,0,0,0,0,0,0
GENE-10914,NO,1,0,0,0,0,0,0
GENE-10915,NO,1,51,67,48,67,50,48
GENE-10916,NO,1,0,0,0,0,0,0
GENE-10917,NO,1,0,0,0,0,0,0
GENE-10918,NO,1,0,0,0,0,0,0
GENE-10919,NO,1,0,0,0,0,0,0
GENE-10920,NO,1,0,0,0,0,0,0
GENE-10921,NO,1,1,0,0,0,0,0
GENE-10922,NO,1,0,0,0,0,0,0
GENE-10923,NO,1,6,1,2,6,4,3
GENE-10924,NO,1,0,0,0,0,0,0
GENE-10925,NO,1,0,0,0,0,0,0
GENE-10926,NO,1,0,0,0,0,0,0
GENE-10927,NO,1,3610,3601,2486,3182,2609,3353
GENE-10928,NO,1,181,374,175,162,160,212
GENE-10929,NO,1,7,1,0,0,2,1
GENE-10930,NO,1,0,0,0,0,0,0
GENE-10931,NO,1,0,0,0,0,0,0
GENE-10932,NO,1,0,0,0,0,0,0
GENE-10933,NO,1,71,35,13,24,9,38
GENE-10934,NO,1,0,0,0,0,0,0
GENE-10935,NO,1,5,5,7,4,2,1
GENE-10936,NO,1,0,0,0,0,0,0
GENE-10937,NO,1,0,0,0,0,0,0
GENE-10938,NO,1,0,0,0,0,0,0
GENE-10939,NO,1,0,0,0,0,0,0
GENE-10940,NO,1,0,0,0,0,0,0
GENE-10941,NO,1,0,0,0,0,0,0
GENE-10942,NO,1,0,0,0,0,0,0
GENE-10943,NO,1,0,0,0,0,0,0
GENE-10944,NO,1,0,0,0,0,0,0
GENE-10945,NO,1,458,271,293,249,424,334
GENE-10946,NO,1,0,0,0,0,0,0
GENE-10947,NO,1,1,1,6,6,2,4
GENE-10948,NO,1,42,50,52,43,40,45
GENE-10949,NO,1,0,0,0,0,0,0
GENE-10950,NO,1,0,0,0,0,0,0
GENE-10951,NO,1,54,41,44,29,34,16
GENE-10952,NO,1,0,0,0,0,0,0
GENE-10953,NO,1,0,0,0,0,0,0
GENE-10954,NO,1,0,0,0,0,0,0
GENE-10955,NO,1,1,3,2,2,1,4
GENE-10956,NO,1,0,0,0,0,0,0
GENE-10957,NO,1,11,20,15,16,18,20
GENE-10958,NO,1,113,32,38,120,103,91
GENE-10959,NO,1,0,0,0,0,0,0
GENE-10960,NO,1,0,0,0,0,0,0
GENE-10961,NO,1,0,0,0,0,0,0
GENE-10962,NO,1,7,5,11,5,10,4
GENE-10963,NO,1,0,0,0,0,0,0
GENE-10964,NO,1,0,0,0,0,0,0
GENE-10965,NO,1,0,0,0,0,0,0
GENE-10966,NO,1,9,5,4,4,7,2
GENE-10967,NO,1,0,0,0,0,0,0
GENE-10968,NO,1,0,0,0,0,0,0
GENE-10969,NO,1,0,0,0,0,0,0
GENE-10970,NO,1,0,0,0,0,0,0
GENE-10971,NO,1,0,0,0,0,0,0
GENE-10972,NO,1,1,1,1,0,2,2
GENE-10973,NO,1,0,0,0,0,0,0
GENE-10974,NO,1,0,0,0,0,0,0
GENE-10975,YES,1,0,0,0,0,1,1
GENE-10976,NO,1,0,0,0,0,0,0
GENE-10977,NO,1,29,25,30,23,28,17
GENE-10978,NO,1,387,509,648,392,485,447
GENE-10979,NO,1,81,113,82,108,97,81
GENE-10980,NO,1,56,60,53,49,48,63
GENE-10981,NO,1,0,0,0,0,0,0
GENE-10982,NO,1,143,156,159,169,160,124
GENE-10983,NO,1,0,0,0,0,0,0
GENE-10984,NO,1,108,95,101,85,83,76
GENE-10985,NO,1,102,125,66,96,100,103
GENE-10986,NO,1,1,0,1,0,5,3
GENE-10987,NO,1,0,0,0,0,0,0
GENE-10988,NO,1,0,0,0,0,0,0
GENE-10989,NO,1,0,0,0,0,0,0
GENE-10991,NO,1,4,3,2,4,2,3
GENE-10992,NO,1,396,234,340,124,174,296
GENE-10993,NO,1,0,0,0,0,0,0
GENE-10994,NO,1,0,0,0,0,0,0
GENE-10995,NO,1,2,1,0,1,2,1
GENE-10997,NO,1,0,0,0,0,0,0
GENE-10998,NO,1,0,0,0,0,0,0
GENE-10999,NO,1,0,0,0,0,0,0
GENE-11000,NO,1,2,2,3,0,1,0
GENE-11001,NO,1,1,0,0,0,1,1
GENE-11002,NO,1,0,0,0,0,0,0
GENE-11003,NO,1,0,0,0,0,0,0
GENE-11004,NO,1,0,0,0,0,0,0
GENE-11005,NO,1,0,0,0,0,0,0
GENE-11006,NO,1,0,0,0,0,0,0
GENE-11007,NO,1,0,0,0,0,0,0
GENE-11008,NO,1,6,3,4,6,6,3
GENE-11009,NO,1,54,54,36,65,46,39
GENE-11010,NO,1,0,0,0,0,0,0
GENE-11011,NO,1,686,1487,1380,1284,1450,2051
GENE-11012,NO,1,0,0,0,0,0,0
GENE-11013,NO,1,0,0,0,0,0,0
GENE-11014,NO,1,0,0,0,0,0,0
GENE-11015,NO,1,0,0,0,0,0,0
GENE-11016,NO,1,0,0,0,0,0,0
GENE-11017,NO,1,0,0,0,0,0,0
GENE-11018,NO,1,0,0,0,0,0,0
GENE-11019,NO,1,0,0,0,0,0,0
GENE-11020,NO,1,0,0,0,0,0,0
GENE-11021,NO,1,0,0,0,0,0,0
GENE-11022,NO,1,0,0,0,0,0,0
GENE-11023,NO,1,117,141,119,136,147,98
GENE-11024,NO,1,0,0,0,0,0,0
GENE-11025,NO,1,0,0,0,0,0,0
GENE-11026,NO,1,0,0,0,0,0,0
GENE-11027,NO,1,0,0,0,0,0,0
GENE-11028,NO,1,0,0,0,0,0,0
GENE-11029,NO,1,0,0,0,0,0,0
GENE-11030,NO,1,0,0,0,0,0,0
GENE-11031,YES,1,0,0,0,0,0,0
GENE-11032,NO,1,0,0,0,0,0,0
GENE-11033,NO,1,0,0,0,0,0,0
GENE-11034,NO,1,1,6,20,16,14,5
GENE-11035,NO,1,25,30,16,36,35,28
GENE-11036,NO,1,0,0,0,0,0,0
GENE-11037,NO,1,21,23,19,30,30,33
GENE-11038,NO,1,0,0,0,0,0,0
GENE-11039,NO,1,2,0,6,2,4,4
GENE-11040,NO,1,138,131,149,108,143,94
GENE-11041,NO,1,0,0,0,0,0,0
GENE-11042,NO,1,44,56,46,55,40,45
GENE-11043,NO,1,4,7,6,7,5,6
GENE-11044,NO,1,0,0,0,0,0,0
GENE-11045,NO,1,0,0,0,0,0,0
GENE-11046,NO,1,3,0,2,3,1,0
GENE-11047,NO,1,0,0,0,0,0,0
GENE-11048,NO,1,0,0,0,0,0,0
GENE-11049,NO,1,0,0,0,0,0,0
GENE-11050,NO,1,1,0,0,1,0,0
GENE-11051,NO,1,2,1,0,0,0,0
GENE-11052,NO,1,0,0,0,0,0,0
GENE-11053,NO,1,0,0,0,0,0,0
GENE-11054,NO,1,0,1,2,1,0,1
GENE-11055,NO,1,0,0,0,0,0,0
GENE-11056,YES,1,0,0,0,0,0,0
GENE-11057,NO,1,1698,2033,1462,2149,1357,2029
GENE-11058,NO,1,0,0,0,0,0,0
GENE-11059,NO,1,5,6,8,10,8,5
GENE-11060,NO,1,135,69,96,129,130,133
GENE-11061,NO,1,0,0,0,0,0,0
GENE-11063,YES,1,0,0,0,0,0,0
GENE-11064,NO,1,16,19,13,8,13,8
GENE-11065,NO,1,0,0,0,0,0,0
GENE-11066,NO,1,8,56,26,32,70,13
GENE-11067,NO,1,115,82,57,61,62,81
GENE-11068,NO,1,0,0,0,0,0,0
GENE-11069,NO,1,237,256,311,278,257,277
GENE-11070,NO,1,0,0,0,0,0,0
GENE-11071,NO,1,3,7,5,4,9,6
GENE-11072,YES,1,0,0,0,0,0,0
GENE-11073,NO,1,0,0,0,0,0,0
GENE-11074,NO,1,24,36,19,25,14,23
GENE-11075,NO,1,0,0,0,0,0,0
GENE-11076,NO,1,123,125,96,103,113,93
GENE-11077,YES,1,0,0,0,0,0,0
GENE-11078,NO,1,0,0,0,0,0,0
GENE-11079,NO,1,0,0,0,0,0,0
GENE-11080,NO,1,2,2,5,3,1,1
GENE-11081,NO,1,0,0,0,0,0,0
GENE-11082,NO,1,345,284,404,466,286,369
GENE-11083,NO,1,0,0,0,0,0,0
GENE-11084,NO,1,0,0,0,0,0,0
GENE-11085,NO,1,479,685,472,586,545,530
GENE-11086,NO,1,0,0,0,0,0,0
GENE-11087,NO,1,0,0,0,0,0,0
GENE-11088,NO,1,27,28,24,28,32,28
GENE-11089,NO,1,0,0,0,0,0,0
GENE-11090,NO,1,0,0,0,0,0,0
GENE-11091,NO,1,5,3,4,4,3,1
GENE-11092,NO,1,0,0,0,0,0,0
GENE-11093,NO,1,0,0,0,0,0,0
GENE-11094,NO,1,0,0,0,0,0,0
GENE-11095,NO,1,0,0,0,0,0,0
GENE-11096,NO,1,0,0,0,0,0,0
GENE-11097,NO,1,0,0,0,0,0,0
GENE-11098,NO,1,0,0,0,0,0,0
GENE-11099,NO,1,922,772,638,774,728,749
GENE-11100,NO,1,0,0,0,0,0,0
GENE-11101,NO,1,0,0,0,0,0,0
GENE-11102,NO,1,0,0,0,0,0,0
GENE-11103,NO,1,0,0,0,0,0,0
GENE-11104,NO,1,0,0,0,0,0,0
GENE-11105,NO,1,0,0,0,0,0,0
GENE-11106,NO,1,0,0,0,0,0,0
GENE-11107,NO,1,0,0,0,0,0,0
GENE-11108,NO,1,0,3,5,2,3,2
GENE-11109,NO,1,0,0,0,0,0,0
GENE-11110,NO,1,0,0,0,0,0,0
GENE-11111,NO,1,3,10,6,4,1,3
GENE-11112,NO,1,0,0,0,0,0,0
GENE-11113,NO,1,909,1375,896,1113,1319,978
GENE-11114,NO,1,0,0,0,0,0,0
GENE-11115,NO,1,835,648,1025,831,893,1113
GENE-11116,NO,1,0,0,0,0,0,0
GENE-11117,NO,1,0,0,0,0,0,0
GENE-11118,NO,1,8,6,10,7,11,7
GENE-11119,NO,1,0,0,0,0,0,0
GENE-11120,NO,1,0,0,0,0,0,0
GENE-11121,NO,1,0,0,0,0,0,0
GENE-11122,NO,1,0,0,0,0,0,0
GENE-11123,NO,1,2,2,1,2,3,4
GENE-11124,NO,1,298,299,376,340,281,351
GENE-11125,NO,1,0,0,0,0,0,0
GENE-11126,NO,1,0,1,0,0,0,1
GENE-11127,NO,1,5,0,2,12,0,2
GENE-11128,NO,1,640,502,674,668,879,773
GENE-11129,NO,1,0,0,0,0,0,0
GENE-11130,NO,1,0,0,0,0,0,0
GENE-11131,NO,1,0,0,0,0,0,0
GENE-11132,NO,1,0,0,0,0,0,0
GENE-11133,NO,1,0,0,0,0,0,0
GENE-11134,NO,1,0,0,0,0,0,0
GENE-11135,YES,1,0,0,0,0,0,0
GENE-11136,NO,1,389,474,445,392,673,538
GENE-11137,NO,1,22,23,13,15,27,17
GENE-11138,NO,1,9,27,21,23,18,21
GENE-11140,NO,1,362,238,227,314,311,294
GENE-11141,NO,1,0,0,0,0,0,0
GENE-11142,NO,1,0,0,0,0,0,0
GENE-11143,NO,1,236,198,191,203,191,181
GENE-11144,NO,1,0,0,0,0,0,0
GENE-11145,NO,1,0,0,0,0,0,0
GENE-11146,NO,1,0,0,0,0,0,0
GENE-11147,NO,1,155,199,127,190,144,146
GENE-11148,NO,1,0,0,0,0,0,0
GENE-11149,NO,1,582,524,626,560,612,380
GENE-11150,NO,1,0,0,0,0,0,0
GENE-11151,NO,1,0,0,0,0,0,0
GENE-11152,NO,1,0,0,0,0,0,0
GENE-11153,NO,1,659,596,465,480,544,508
GENE-11154,NO,1,0,0,0,0,0,0
GENE-11155,NO,1,0,0,0,0,0,0
GENE-11156,NO,1,0,0,0,0,0,0
GENE-11157,NO,1,156,137,192,144,155,138
GENE-11158,NO,1,44,25,41,47,60,26
GENE-11159,NO,1,0,0,0,0,0,0
GENE-11160,NO,1,9,14,9,13,12,6
GENE-11161,NO,1,0,0,0,0,0,0
GENE-11162,NO,1,0,0,0,0,0,0
GENE-11163,NO,1,918,1146,1258,1219,1011,1158
GENE-11164,NO,1,0,0,0,0,0,0
GENE-11165,NO,1,0,0,0,0,0,0
GENE-11166,NO,1,1510,1403,1304,2004,1742,1387
GENE-11167,NO,1,5,7,2,1,7,2
GENE-11168,NO,1,0,0,0,0,0,0
GENE-11169,NO,1,36,34,17,35,30,30
GENE-11170,NO,1,0,0,0,0,0,0
GENE-11171,NO,1,0,0,0,0,0,0
GENE-11172,NO,1,0,0,0,0,0,0
GENE-11173,NO,1,0,0,0,0,0,0
GENE-11174,YES,1,0,0,0,0,0,0
GENE-11175,NO,1,0,0,0,0,0,0
GENE-11176,NO,1,0,0,0,0,0,0
GENE-11177,NO,1,0,0,0,0,0,0
GENE-11178,NO,1,0,0,0,0,0,0
GENE-11180,NO,1,47,72,69,51,52,81
GENE-11181,NO,1,4,2,3,3,3,3
GENE-11182,NO,1,0,0,0,0,0,0
GENE-11183,NO,1,844,857,791,694,606,908
GENE-11184,NO,1,188,216,88,149,322,289
GENE-11185,NO,1,0,0,0,0,0,0
GENE-11186,NO,1,0,0,0,0,0,0
GENE-11187,NO,1,10,9,7,11,8,8
GENE-11188,NO,1,156,100,176,141,119,175
GENE-11189,YES,1,0,0,0,0,0,0
GENE-11190,NO,1,6833,5788,7002,7295,6737,7673
GENE-11191,NO,1,7,5,6,8,8,2
GENE-11192,NO,1,0,0,0,0,0,0
GENE-11193,NO,1,0,0,0,0,0,0
GENE-11194,NO,1,0,0,0,0,0,0
GENE-11195,NO,1,276,345,363,304,186,359
GENE-11196,NO,1,0,0,0,0,0,0
GENE-11197,NO,1,0,0,0,0,0,0
GENE-11198,NO,1,0,0,0,0,0,0
GENE-11199,NO,1,0,0,0,0,0,0
GENE-11200,NO,1,0,0,0,0,0,0
GENE-11201,NO,1,0,0,0,0,1,1
GENE-11202,NO,1,103,68,111,120,142,101
GENE-11203,NO,1,68,76,55,75,91,74
GENE-11204,NO,1,33,35,35,41,51,46
GENE-11205,NO,1,110,85,124,128,99,90
GENE-11206,NO,1,130,115,103,125,154,130
GENE-11207,NO,1,0,4,1,4,3,3
GENE-11208,NO,1,0,0,0,0,0,0
GENE-11209,NO,1,0,0,0,0,0,0
GENE-11210,NO,1,261,242,139,168,157,188
GENE-11211,NO,1,49,95,82,98,72,62
GENE-11212,NO,1,0,0,0,0,0,0
GENE-11213,NO,1,0,0,0,0,0,0
GENE-11214,NO,1,0,0,0,0,0,0
GENE-11215,NO,1,0,0,0,0,0,0
GENE-11216,NO,1,0,0,0,0,0,0
GENE-11217,NO,1,0,0,0,0,0,0
GENE-11218,NO,1,0,0,0,0,0,0
GENE-11219,NO,1,0,0,0,0,0,0
GENE-11220,NO,1,0,0,0,0,0,0
GENE-11221,NO,1,150,152,158,155,162,166
GENE-11222,NO,1,0,0,0,0,0,0
GENE-11223,NO,1,0,0,0,0,0,0
